AMGE|R|==,TA,TI,UA,UE|CA|10/20/2013,3:55:52 PM|AGLC0335-05.pdf|HIV Testing Consent - CA|
AMGE|R|==,TA,TI,UA,UE|DC,OH|10/20/2013,3:55:52 PM|AGLC0335-09.pdf|HIV Testing Consent - DC|
AMGE|R|==,TA,TI,UA,UE|FL|10/20/2013,3:55:52 PM|AGLC0335-10.pdf|HIV Testing Consent - FL|
AMGE|R|==,TA,TI,UA,UE|GA|10/20/2013,3:55:52 PM|AGLC0335-11.pdf|HIV Testing Consent - GA|
AMGE|R|==,TA,TI,UA,UE|IA|10/20/2013,3:55:52 PM|AGLC0335-16.pdf|HIV Testing Consent - IA|
AMGE|R|==,TA,TI,UA,UE|KY|10/20/2013,3:55:52 PM|AGLC0335-18.pdf|HIV Testing Consent - KY|
AMGE|R|==,TA,TI,UA,UE|ME|10/20/2013,3:55:52 PM|AGLC0335-20.pdf|HIV Testing Consent - ME|
AMGE|R|==,TA,TI,UA,UE|MA|10/20/2013,3:55:52 PM|AGLC0335-22.pdf|HIV Testing Consent - MA|
AMGE|R|==,TA,TI,UA,UE|MO|10/20/2013,3:55:52 PM|AGLC0335-26.pdf|HIV Testing Consent - MO|
AMGE|R|==,TA,TI,UA,UE|NH|10/20/2013,3:55:52 PM|AGLC0335-30.pdf|HIV Testing Consent - NH|
AMGE|R|==,TA,TI,UA,UE|ND|10/20/2013,3:55:52 PM|AGLC0335-35.pdf|HIV Testing Consent - ND|
AMGE|R|==,TA,TI,UA,UE|OH|10/20/2013,3:55:52 PM|AGLC0335-36.pdf|HIV Testing Consent - OH|
AMGE|R|==,TA,TI,UA,UE|OR|10/20/2013,3:55:52 PM|AGLC0335-38.pdf|HIV Testing Consent - OR|
AMGE|R|==,TA,TI,UA,UE|PA|10/20/2013,3:55:52 PM|AGLC0335-39.pdf|HIV Testing Consent - PA|
AMGE|R|==,TA,TI,UA,UE|TX|10/20/2013,3:55:52 PM|AGLC0335-44.pdf|HIV Testing Consent - TX|
AMGE|R|==,TA,TI,UA,UE|UT|10/20/2013,3:55:52 PM|AGLC0335-45.pdf|HIV Testing Consent - UT|
AMGE|R|==,TA,TI,UA,UE|VT|10/20/2013,3:55:52 PM|AGLC0335-46.pdf|HIV Testing Consent - VT|
AMGE|R|==,TA,TI,UA,UE|VA|10/20/2013,3:55:52 PM|AGLC0335-47.pdf|HIV Testing Consent - VA|
AMGE|R|==,TA,TI,UA,UE|WA|10/20/2013,3:55:52 PM|AGLC0335-48.pdf|HIV Testing Consent - WA|
AMGE|R|==,TA,TI,UA,UE|WV|10/20/2013,3:55:52 PM|AGLC0335-49.pdf|HIV Testing Consent - WV|
AMGE|R|==,TA,TI,UA,UE|WI|10/20/2013,3:55:52 PM|AGLC0335-50.pdf|HIV Testing Consent - WI|
AMGE|R|==,TA,TI|TX|02/05/2010,9:45:47 PM|AGLC0332.pdf|Summary of Premium Provisions - TX (AGL)| Use for Term Products Only
AMGE|R|==,AI|AL,AK,CA,CT,DE,FL,IL,MA,MI,MN,MS,MT,NE,NV,NH,NJ,NC,PA,TX,VT,VA,WA,WV,GU,PR,VI,AS|03/20/2009,3:29:43 PM|AGLC102438.pdf|Accident Expense Plus Application - Nationwide|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|AR|03/20/2009,3:29:43 PM|AGLC102438-AR.pdf|Accident Expense Plus Application - AR|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|AZ|03/20/2009,3:29:43 PM|AGLC102438-AZ.pdf|Accident Expense Plus Application - AZ|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|CO|03/20/2009,3:29:43 PM|AGLC102438-CO.pdf|Accident Expense Plus Application - CO|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|CT|03/20/2009,3:29:43 PM|AGLC102438-CT.pdf|Accident Expense Plus Application - CT|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|DC|03/20/2009,3:29:43 PM|AGLC102438-DC.pdf|Accident Expense Plus Application - DC|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|GA|03/20/2009,3:29:43 PM|AGLC102438-GA.pdf|Accident Expense Plus Application - GA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|HI|03/20/2009,3:29:43 PM|AGLC102438-HI.pdf|Accident Expense Plus Application - HI|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|IA|03/20/2009,3:29:43 PM|AGLC102438-IA.pdf|Accident Expense Plus Application - IA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|ID|03/20/2009,3:29:43 PM|AGLC102438-ID.pdf|Accident Expense Plus Application - ID|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|IN|03/20/2009,3:29:43 PM|AGLC102438-IN.pdf|Accident Expense Plus Application - IN|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|KS|03/20/2009,3:29:43 PM|AGLC102438-KS.pdf|Accident Expense Plus Application - KS|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|KY|03/20/2009,3:29:43 PM|AGLC102438-KY.pdf|Accident Expense Plus Application - KY|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|LA|03/20/2009,3:29:43 PM|AGLC102438-LA.pdf|Accident Expense Plus Application - LA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|MD|03/20/2009,3:29:43 PM|AGLC102438-MD.pdf|Accident Expense Plus Application - MD|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|ME|03/20/2009,3:29:43 PM|AGLC102438-ME.pdf|Accident Expense Plus Application - ME|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|MO|03/20/2009,3:29:43 PM|AGLC102438-MO.pdf|Accident Expense Plus Application - MO|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|ND|03/20/2009,3:29:43 PM|AGLC102438-ND.pdf|Accident Expense Plus Application - ND|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|NJ|03/20/2009,3:29:43 PM|AGLC102438-NJ.pdf|Accident Expense Plus Application - NJ|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|NM|03/20/2009,3:29:43 PM|AGLC102438-NM.pdf|Accident Expense Plus Application - NM|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|OH|03/20/2009,3:29:43 PM|AGLC102438-OH.pdf|Accident Expense Plus Application - OH|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|OK|03/20/2009,3:29:43 PM|AGLC102438-OK.pdf|Accident Expense Plus Application - OK|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|OR|03/20/2009,3:29:43 PM|AGLC102438-OR.pdf|Accident Expense Plus Application - OR|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|RI|03/20/2009,3:29:43 PM|AGLC102438-RI.pdf|Accident Expense Plus Application - RI|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|SC|03/20/2009,3:29:43 PM|AGLC102438-SC.pdf|Accident Expense Plus Application - SC|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|SD|03/20/2009,3:29:43 PM|AGLC102438-SD.pdf|Accident Expense Plus Application - SD|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|TN|03/20/2009,3:29:43 PM|AGLC102438-TN.pdf|Accident Expense Plus Application - TN|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|UT|03/20/2009,3:29:43 PM|AGLC102438-UT.pdf|Accident Expense Plus Application - UT|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|VA|03/20/2009,3:29:43 PM|AGLC102438-VA.pdf|Accident Expense Plus Application - VA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|WA|03/20/2009,3:29:43 PM|AGLC102438-WA.pdf|Accident Expense Plus Application - WA|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|WI|03/20/2009,3:29:43 PM|AGLC102438-WI.pdf|Accident Expense Plus Application - WI|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,AI|WY|03/20/2009,3:29:43 PM|AGLC102438-WY.pdf|Accident Expense Plus Application - WY|Complete information, obtain applicant signature(s), sign and submit
AMGE|R|==,IA|AK,AR,CA,CO,CT,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/21/2013,1:23:35 PM|AGLC0354-2001.pdf|Annuity Application - SPIA including CPI - Nationwide|Must complete and sign
AMGE|R|==,IA|AL|02/21/2013,1:23:35 PM|AGLC0354-01.pdf|Annuity Application - SPIA including CPI - AL|Must complete and sign
AMGE|R|==,IA|AZ|02/21/2013,1:23:35 PM|AGLC0354-AZ.pdf|Annuity Application - SPIA including CPI - AZ|Must complete and sign
AMGE|R|==,IA|DE|02/21/2013,1:23:35 PM|AGLC0354-DE.pdf|Annuity Application - SPIA including CPI - DE|Must complete and sign
AMGE|R|==,IA|MD|02/21/2013,1:23:35 PM|AGLC0354-21.pdf|Annuity Application - SPIA including CPI - MD|Must complete and sign
AMGE|R|==,IA|ME|02/21/2013,1:23:35 PM|AGLC0354-ME.pdf|Annuity Application - SPIA including CPI - ME|Must complete and sign
AMGE|R|==,TA,TI,UA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/20/2013,7:49:54 PM|AGLC107082.pdf|Supplemental Beneficiary Information|Form must be provided to the applicant at the time of application but they are not required to complete it.
AMGE|R|==,TA,TI,UA|CA|05/23/2009,7:49:54 PM|AGLC100785.pdf|Financial Products Disclosure - CA|Must be completed and submitted at the time of a sale for life and annuity products
AMGE|R|==,TA,TI,UA|CA|11/06/2013,7:49:54 PM|AGLC100950.pdf|Disclosure for Sales to Senior Citizens - CA|A copy to be given to the client at least 24 hours prior to a sale of a life or annuity product
AMGE|R|==,UA|CA|05/23/2009,7:49:54 PM|AGLC100057.pdf|Medi-Cal Eligibility Notice Regarding Standards for Senior Citizens - CA |Required when a policy has a cash value or dividend
AMGE|R|==,TA,TI,UA|CA|10/20/2013,7:49:54 PM|AGLC101232.pdf|Exempt Employee Certification - CA|
AMGE|R|==,TA,TI|CA,SC|02/05/2010,7:49:54 PM|AGLC100918.pdf|Disclosure for Term Life Insurance (AGL) - CA & SC| AGL version - Required for all term products with no return of premium or cash value  
AMGE|R|==,TA,TI,UA|ME|10/01/2007,9:45:47 PM|23034-ME.pdf|Policy Cost Summary - ME|Disclosure of policy costs for comparision 
AMGE|R|==,TA,TI,UA|MN|02/05/2010,9:45:47 PM|L7359.pdf|Notice Concerning Policyholders Rights - MN|Leave copy with applicant
AMGE|R|==,TA,TI,UA|NH|03/14/2011,9:45:47 PM|AGLC101965-NH.pdf|Motor Vehicle Record Disclosure Form - NH|
AMGE|R|==,TA,TI,UA|NM|02/05/2010,9:45:47 PM|AGLC0120.pdf|Notice of Information Practices - NM|Notice required to be given at time of application. Authorization is optional at the discretion of the applicant 
AMGE|R|==,TA,TI|PA|02/05/2010,7:49:54 PM|AGLC102604.pdf|Disclosure Form - PA  (term insurance)|Must complete and sign 
AMGE|R|==,UA|PA|05/23/2009,9:45:47 PM|LD3670-PA.pdf|Disclosure Form for PA |Must be given at time of application
AMGE|R|==,TA,TI,UA,UE,UC,AI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|07/25/2013,3:29:43 PM|AGLC106343.pdf|IRS Tax Form 4506T-EZ FAQ|FAQ Flyer
AMGE|R|==,TA,TI,UA,UE,AI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/28/2013,3:29:43 PM|4506T-EZ.pdf|Request for Transcript of Tax Return - Tax Authorization, tax form|Required for ages 18-66 when the face amount is greater than $1 million, and 67 and older when the face amount is over $500,000. 
AMGE|R|==,TA,TI,UA|AL,AK,AZ,CO,HI,IA,KY,LA,ME,MD,MS,MT,NE,NH,NM,OH,OR,RI,SC,SD,TX,UT,VT,WV,WI|08/03/2013,1:23:35 PM|AGLC0188.pdf|Notice Regarding Replacement - Nationwide |Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,UA|CT|07/21/2013,1:23:35 PM|AGLC0188-10.pdf|Notice Regarding Replacement - CT|Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,UA|NC|08/03/2013,1:23:35 PM|AGLC0188-34.pdf|Notice Regarding Replacement - NC |Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,UA|NJ|08/03/2013,1:23:35 PM|AGLC0188-NJ.pdf|Notice Regarding Replacement - NJ|Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,TA,TI,UA|VA|08/03/2013,1:23:35 PM|AGLC0188-VA.pdf|Notice Regarding Replacement - VA|Required if any proposed insured has any existing life insurance or annuities
AMGE|R|==,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/21/2013,1:23:35 PM|AGLC101269.pdf|AGL Annuity Client Profile|Required for all annuity transactions and must be submitted in with the application
AMGE|R|==,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/21/2013,1:23:35 PM|AGLC101307.pdf|Trustee Transfer Request|RB 10-9-09 - Use when exchanging funds from an existing policy to a new policy
AMGE|R|==,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|02/21/2013,1:23:35 PM|AGLC101309.pdf|1035 Exchange Request Form - AGL version|RB 10-9-09 - Use for Platinum Income Annuity
AMGE|L|==,UA|AL,AZ,AR,DE,HI,ID,IL,IN,IA,KS,KY,LA,MA,MI,MS,MT,NV,NH,NM,NC,ND,OH,RI,SD,TN,TX,WA,WV,WI,WY|08/24/2014,12:02:26 PM|AGLC107422-2013.pdf|Supplemental Application for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|AK|08/24/2014,12:02:26 PM|AGLC107422-AK-2013.pdf|Supplemental Application (AK) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|CO|08/24/2014,12:02:26 PM|AGLC107422-CO-2013.pdf|Supplemental Application (CO) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|DC|08/24/2014,12:02:26 PM|AGLC107422-DC-2013.pdf|Supplemental Application (DC) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|FL|08/24/2014,12:02:26 PM|AGLC107422-FL-2013.pdf|Supplemental Application (FL) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|GA|08/24/2014,12:02:26 PM|AGLC107422-GA-2013.pdf|Supplemental Application (GA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|KS,WA|08/24/2014,12:02:26 PM|ICC13-107422-2013.pdf|Supplemental Application (KS,WA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|MD|08/24/2014,12:02:26 PM|AGLC107422-MD-2013.pdf|Supplemental Application (MD) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|ME|08/24/2014,12:02:26 PM|AGLC107422-ME-2013.pdf|Supplemental Application (ME) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|MN|08/24/2014,12:02:26 PM|AGLC107422-MN-2013.pdf|Supplemental Application (MN) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|MO|08/24/2014,12:02:26 PM|AGLC107422-MO-2013.pdf|Supplemental Application (MO) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|NE|08/24/2014,12:02:26 PM|AGLC107422-NE-2013.pdf|Supplemental Application (NE) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|NJ|08/24/2014,12:02:26 PM|AGLC107422-NJ-2013.pdf|Supplemental Application (NJ) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|OK|08/24/2014,12:02:26 PM|AGLC107422-OK-2013.pdf|Supplemental Application (OK) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|OR|08/24/2014,12:02:26 PM|AGLC107422-OR-2013.pdf|Supplemental Application (OR) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|PA|08/24/2014,12:02:26 PM|AGLC107422-PA-2013.pdf|Supplemental Application (PA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|SC|08/24/2014,12:02:26 PM|AGLC107422-SC-2013.pdf|Supplemental Application (SC) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|UT|08/24/2014,12:02:26 PM|AGLC107422-UT-2013.pdf|Supplemental Application (UT) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|VA|08/24/2014,12:02:26 PM|AGLC107422-VA-2013.pdf|Supplemental Application (VA) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,UA|VT|08/24/2014,12:02:26 PM|AGLC107422-VT-2013.pdf|Supplemental Application (VT) for Chronic Illness Accelerated Death Benefit Rider (AAS)|The form must be completed and returned when applying for the Accelerated Access Solution Rider, 
AMGE|L|==,TA,TI,UA,UE,UC|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|05/23/2009,7:49:54 PM|AGLC101994.pdf|Agent Certification Form|Required on all plans when the insured age is 67 or older 
AMGE|L|==,TA,TI,UA,UE,UC|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|08/29/2010,7:49:54 PM|AGLC102053.pdf|Premium Financing Disclosure for Proposed Insureds |Required on all plans when the insured age is 67 or older 
AMGE|L|==,TA,TI,UA,UE,UC,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|10/01/2007,7:49:54 PM|AGLC103030.pdf|Disclosure Form for Military Sales|Required to be submitted with application and copy given to client for military member or family
AMGE|L|==,UA,UE,UC,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/01/2007,7:49:54 PM|AGLC103222.pdf|Financial Institution Source of Funds Certification |Used when funds for the Cashier's Check were taken from customer's checking or savings account
AMGE|L|==,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,GU,PR,VI,AS|10/01/2007,7:49:54 PM|AGLC103222-A.pdf|Financial Institution Source of Funds Certification |Use for Fixed Annuity Contracts ONLY
AMGE|L|==,TA,TI,UA,UE,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/20/2013,3:27:17 PM|AGLC103958.pdf|Certification of Taxes and Laws for Foreign National and Visa Holders | Required for any visa holder (not green card holder) or foreign national 
AMGE|L|==,TA,TI,UA,UE,UC,DA,IA|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR,VI|03/14/2011,7:49:54 PM|DA FORM 2056.pdf|Commercial Insurance Solicitation Record - Military | Required prior to application submission for any army personnel pay grade E-4 or below  
